Yazici_Modeli,Nozzle_Capi,Katman_Yuksekligi,Nozzle_Sicakligi,Yatak_Sicakligi,Ortam_Sicakligi,Baski_Hizi,Filament_Tipi,Doluluk_Orani,Doluluk_Deseni,Utuleme,Destek_Tipi,Hata_Detayi,Baski_Durumu
Bambu Lab P1S Combo,0.4,0.16,261,111,27,211.0,ASA,76,Lightning,1,Yok,Basarili,1
Bambu Lab P1S Combo,0.8,0.16,279,109,48,284.0,PETG,55,Lightning,0,Yok,Basarili,1
Elegoo Neptune 4 Pro,0.4,0.28,275,43,26,127.0,ASA,56,Gyroid,0,Yok,Warping (Kasa Acik),0
Ender-3 V2,0.8,0.2,269,56,57,423.0,Recine_UV,16,Lightning,0,Yok,Basarili,1
Bambu Lab A1 Combo,0.4,0.16,269,73,41,122.0,PETG,85,Gyroid,0,Tree,Basarili,1
Elegoo Neptune 4 Pro,0.2,0.12,227,45,36,44.0,ASA,99,Lightning,1,Tree,Warping (Kasa Acik),0
Creality K1C,0.4,0.08,213,75,35,388.0,TPU,5,Gyroid,0,Tree,Basarili,1
Ender-3 V2,0.4,0.16,195,78,52,78.0,ASA,15,Cubic,1,Tree,Warping (Kasa Acik),0
Elegoo Neptune 4 Pro,0.4,0.12,257,105,58,423.0,ASA,20,Grid,1,Tree,Warping (Kasa Acik),0
H2D Laser Edition,0.2,0.08,271,47,54,361.0,PLA,96,Grid,1,Tree,Basarili,1
Bambu Lab X1 Carbon,0.8,0.28,195,54,57,340.0,PLA,13,Grid,1,Tree,Tikanma (Yetersiz Akis),0
Elegoo Neptune 4 Pro,0.6,0.16,215,102,51,114.0,PLA,12,Grid,0,Tree,Basarili,1
Bambu Lab X1 Carbon,0.6,0.16,230,104,22,140.0,Recine_UV,29,Gyroid,0,Yok,Basarili,1
Elegoo Neptune 4 Pro,0.4,0.12,264,98,22,180.0,ASA,78,Lightning,0,Yok,Warping (Kasa Acik),0
Bambu Lab A1 Mini Combo,0.4,0.2,227,49,27,132.0,TPU,44,Grid,0,Normal,Basarili,1
Ender-3 V2,0.2,0.28,269,46,50,158.0,PETG,71,Lightning,1,Normal,Basarili,1
Photon Mono M5s Pro,0.6,0.2,272,113,28,327.0,PLA,27,Gyroid,1,Normal,Hatali Malzeme (Reçine Cihazi),0
Bambu Lab A1 Combo,0.8,0.16,232,51,24,148.0,ABS,66,Gyroid,0,Tree,Warping (Kasa Acik),0
Ender-3 Pro,0.4,0.2,242,85,47,82.0,ASA,27,Grid,0,Normal,Warping (Kasa Acik),0
Bambu Lab P1S,0.4,0.08,204,71,34,175.0,TPU,48,Cubic,0,Yok,Basarili,1
Bambu Lab P1S Combo,0.4,0.28,279,71,46,369.0,TPU,60,Grid,0,Yok,Basarili,1
Original Prusa MK4,0.4,0.2,245,100,50,,PLA,72,Lightning,0,Tree,Basarili,1
Voron Switchwire,0.4,0.08,245,108,59,434.0,Recine_UV,27,Grid,0,Normal,Basarili,1
Bambu Lab P1S,0.4,0.12,220,100,37,195.0,PLA,13,Gyroid,0,Yok,Basarili,1
Bambu Lab A1 Mini Combo,0.6,0.2,272,85,57,78.0,Recine_UV,8,Gyroid,0,Tree,Basarili,1
H2D Laser AMS Combo,0.4,0.28,246,107,23,321.0,ABS,38,Lightning,0,Yok,Warping (Kasa Acik),0
Bambu Lab P1S,0.2,0.08,240,94,40,367.0,ABS,86,Lightning,0,Yok,Basarili,1
Ultimaker S5,0.8,0.2,213,40,42,397.0,PLA,38,Lightning,0,Yok,Tikanma (Yetersiz Akis),0
E2,0.4,0.12,247,106,41,65.0,PETG,46,Grid,1,Tree,Basarili,1
Ender-3 V3 SE,0.2,0.2,262,88,20,71.0,PLA,7,Grid,0,Tree,Basarili,1
Elegoo Neptune 4 Pro,0.4,0.08,276,64,44,85.0,PLA,87,Cubic,0,Yok,Basarili,1
Ender-3 V3 KE,0.2,0.2,193,55,47,195.0,TPU,38,Lightning,1,Tree,Basarili,1
Sermoon S1,0.4,0.28,199,52,56,283.0,PLA,94,Cubic,0,Tree,Basarili,1
Ender-3 V3 SE,0.6,0.16,252,91,30,430.0,PLA,99,Cubic,0,Tree,Basarili,1
Original Prusa MK4,0.4,0.08,262,75,41,74.0,PLA,47,Gyroid,0,Tree,Basarili,1
Bambu Lab A1,0.4,0.08,272,111,44,317.0,PETG,95,Cubic,0,Tree,Basarili,1
Bambu Lab A1 Mini Combo,0.4,0.08,204,83,40,281.0,TPU,71,Gyroid,0,Normal,Basarili,1
Elegoo Neptune 4 Pro,0.4,0.08,252,86,55,445.0,ASA,41,Lightning,0,Yok,Warping (Kasa Acik),0
Creality K1 Max,0.6,0.2,208,59,39,417.0,ASA,16,Gyroid,0,Yok,Tikanma (Yetersiz Akis),0
Neptune 3 Max,0.6,0.28,252,57,35,298.0,ASA,91,Lightning,0,Yok,Warping (Kasa Acik),0
Bambu Lab X1 Carbon,0.2,0.12,245,93,47,,ASA,85,Grid,0,Tree,Basarili,1
Bambu Lab X1 Carbon,0.6,0.28,210,51,48,276.0,TPU,20,Cubic,0,Yok,Basarili,1
Mega Zero,0.4,0.08,223,64,45,47.0,PLA,66,Lightning,0,Yok,Basarili,1
Ender-3 V3 SE,0.8,0.2,206,99,59,299.0,ASA,21,Grid,0,Yok,Warping (Kasa Acik),0
Ender-3 V2,0.4,0.2,207,114,21,310.0,PLA,19,Grid,0,Yok,Tikanma (Yetersiz Akis),0
X2D,0.8,0.08,270,73,29,83.0,ASA,30,Lightning,0,Yok,Warping (Kasa Acik),0
Ultimaker 2 Extended,0.6,0.2,255,52,32,277.0,PETG,49,Gyroid,0,Tree,Basarili,1
Ender-3 V3 SE,0.4,0.08,240,77,34,206.0,PLA,6,Lightning,0,Tree,Basarili,1
Creality K1C,0.4,0.28,254,51,28,415.0,TPU,21,Cubic,0,Tree,Basarili,1
Bambu Lab A1,0.8,0.16,232,75,46,115.0,Recine_UV,69,Grid,0,Normal,Basarili,1
Ender-3 V3 KE,0.6,0.2,246,67,27,196.0,PETG,98,Gyroid,1,Tree,Basarili,1
Bambu Lab A1 Mini Combo,0.2,0.08,199,78,25,240.0,Recine_UV,34,Lightning,0,Yok,Basarili,1
SV07,0.6,0.08,226,82,55,273.0,PETG,72,Lightning,0,Normal,Basarili,1
Ender-3 V3 KE,0.4,0.2,237,70,43,271.0,TPU,48,Grid,0,Yok,Basarili,1
Voron 2.1,0.2,0.12,258,41,22,251.0,PETG,64,Lightning,0,Tree,Basarili,1
Bambu Lab A1,0.4,0.08,245,81,45,193.0,PLA,5,Cubic,0,Yok,Basarili,1
Bambu Lab A1,0.4,0.2,265,70,55,407.0,ABS,23,Gyroid,1,Normal,Warping (Kasa Acik),0
Bambu Lab P1S,0.6,0.08,225,100,40,252.0,ABS,37,Cubic,0,Tree,Basarili,1
Bambu Lab A1 Combo,0.4,0.12,220,95,32,126.0,ASA,87,Grid,1,Normal,Warping (Kasa Acik),0
Bambu Lab P1S Combo,0.6,0.16,244,53,30,57.0,ASA,40,Gyroid,0,Yok,Warping (Soguk Yatak),0
Bambu Lab A1,0.2,0.12,227,53,27,230.0,PLA,95,Grid,0,Normal,Basarili,1
Ender-3 V3 SE,0.4,0.28,262,68,33,347.0,TPU,81,Grid,1,Tree,Basarili,1
Ender-3 V2,0.4,0.2,279,89,52,93.0,PLA,95,Cubic,0,Yok,Basarili,1
CR-5 Pro H,0.4,0.12,204,89,21,255.0,ASA,82,Gyroid,0,Tree,Warping (Kasa Acik),0
Bambu Lab A1 Mini,0.2,0.16,205,102,20,81.0,PETG,28,Grid,0,Tree,Basarili,1
Bambu Lab X1 Carbon,0.4,0.08,266,112,30,388.0,Recine_UV,87,Cubic,1,Tree,Basarili,1
Ender-3 V2,0.4,0.2,278,104,25,269.0,PLA,29,Cubic,0,Yok,Basarili,1
Creality K1 Max,0.4,0.12,242,107,51,269.0,PLA,15,Gyroid,0,Yok,Basarili,1
Crux 1,0.4,0.16,245,110,34,,TPU,13,Lightning,0,Yok,Basarili,1
X-One2,0.4,0.12,196,50,31,180.0,ASA,10,Lightning,0,Normal,Warping (Kasa Acik),0
Elegoo Neptune 4 Pro,0.6,0.28,246,53,56,327.0,PLA,62,Grid,0,Tree,Basarili,1
SV07,0.8,0.2,244,42,48,378.0,PETG,33,Lightning,0,Tree,Basarili,1
Original Prusa MK3,0.4,0.08,241,47,41,376.0,Recine_UV,77,Gyroid,0,Tree,Basarili,1
Creality K1 Max,0.4,0.16,193,82,33,361.0,PETG,91,Lightning,1,Normal,Tikanma (Yetersiz Akis),0
Bambu Lab A1 Mini Combo,0.4,0.12,232,48,38,121.0,ABS,83,Gyroid,0,Normal,Warping (Kasa Acik),0
X5SA-500,0.8,0.2,229,58,24,206.0,ASA,15,Grid,1,Yok,Warping (Kasa Acik),0
Bambu Lab A1 Combo,0.2,0.12,219,51,54,373.0,PETG,27,Lightning,0,Yok,Tikanma (Yetersiz Akis),0
Ender-3 V3 SE,0.4,0.2,199,66,44,93.0,TPU,30,Gyroid,0,Tree,Basarili,1
Bambu Lab A1 Mini Combo,0.4,0.28,196,97,57,112.0,Recine_UV,5,Gyroid,1,Normal,Basarili,1
Elegoo Neptune 4 Pro,0.4,0.12,225,64,28,252.0,ASA,98,Gyroid,0,Yok,Warping (Kasa Acik),0
Bambu Lab A1 Mini Combo,0.4,0.28,224,84,26,210.0,PETG,85,Cubic,0,Yok,Basarili,1
Bambu Lab A1 Mini,0.6,0.16,277,87,37,309.0,PLA,51,Grid,0,Yok,Basarili,1
Original Prusa MK3,0.4,0.28,228,89,21,258.0,ASA,45,Gyroid,0,Normal,Warping (Kasa Acik),0
Creator 3,0.4,0.2,225,83,29,175.0,PETG,27,Cubic,1,Tree,Basarili,1
Creality K1 Max,0.4,0.16,209,98,21,74.0,PLA,9,Cubic,0,Yok,Basarili,1
Creator Pro,0.2,0.12,238,72,27,185.0,ABS,54,Gyroid,1,Yok,Warping (Kasa Acik),0
Ender-3 V3 KE,0.8,0.12,248,67,26,222.0,Recine_UV,13,Grid,1,Normal,Basarili,1
Creator 4,0.4,0.2,238,57,54,117.0,ASA,8,Lightning,0,Yok,Warping (Kasa Acik),0
Neptune 2S,0.6,0.08,279,94,42,347.0,ASA,75,Cubic,1,Yok,Warping (Kasa Acik),0
Anycubic Kobra 2 Pro,0.4,0.08,215,72,27,292.0,PETG,69,Gyroid,0,Yok,Basarili,1
Ender-3 V2,0.2,0.12,225,54,40,367.0,ABS,84,Grid,0,Yok,Warping (Kasa Acik),0
Ender-3 V3 KE,0.8,0.2,232,100,52,431.0,TPU,61,Grid,1,Normal,Basarili,1
Anycubic Kobra 2 Pro,0.4,0.08,232,50,20,275.0,PETG,29,Gyroid,0,Tree,Basarili,1
Bambu Lab A1 Mini,0.6,0.28,265,75,31,361.0,PETG,62,Cubic,0,Normal,Basarili,1
Ender-3 V2,0.4,0.12,222,54,30,376.0,TPU,10,Lightning,0,Normal,Tikanma (Yetersiz Akis),0
Creality K1C,0.6,0.28,267,92,49,116.0,TPU,18,Grid,0,Yok,Basarili,1
SV08,0.2,0.2,234,101,23,413.0,TPU,67,Lightning,0,Tree,Basarili,1
Original Prusa MK2,0.4,0.28,234,87,53,112.0,Recine_UV,79,Grid,0,Normal,Basarili,1
i-Fast,0.6,0.08,277,54,42,66.0,TPU,69,Grid,0,Yok,Basarili,1
Bambu Lab X1 Carbon,0.8,0.08,204,102,51,443.0,TPU,56,Grid,1,Normal,Tikanma (Yetersiz Akis),0
Bambu Lab P1S Combo,0.8,0.16,206,82,22,77.0,PLA,69,Cubic,0,Yok,Basarili,1
Creality K1 Max,0.6,0.12,201,89,47,293.0,PLA,12,Cubic,0,Normal,Basarili,1
Creality K1 Max,0.6,0.2,211,99,23,435.0,TPU,12,Gyroid,0,Normal,Tikanma (Yetersiz Akis),0
Anycubic Kobra 2 Pro,0.4,0.12,212,98,31,125.0,Recine_UV,18,Lightning,1,Normal,Basarili,1
Guider 3 Plus,0.4,0.28,279,54,43,396.0,Recine_UV,28,Lightning,0,Tree,Basarili,1
Dreamer,0.4,0.2,267,68,52,398.0,ABS,68,Gyroid,1,Tree,Basarili,1
Elegoo Neptune 4 Pro,0.4,0.2,201,114,22,70.0,Recine_UV,97,Cubic,0,Tree,Basarili,1
Bambu Lab A1 Combo,0.4,0.08,257,79,23,244.0,ABS,29,Lightning,0,Tree,Warping (Kasa Acik),0
Neptune 3,0.4,0.28,240,70,49,232.0,TPU,10,Gyroid,0,Yok,Basarili,1
CR-10 S5,0.4,0.08,202,112,25,269.0,Recine_UV,5,Grid,0,Yok,Basarili,1
Ender-3 V2,0.4,0.08,246,50,49,220.0,PLA,91,Lightning,0,Yok,Basarili,1
Bambu Lab A1 Mini,0.4,0.16,244,101,27,284.0,ABS,37,Cubic,0,Yok,Warping (Kasa Acik),0
Bambu Lab P1S,0.4,0.08,271,114,37,79.0,PLA,18,Lightning,0,Yok,Basarili,1
Crux 1,0.4,0.12,217,47,35,368.0,PETG,67,Grid,1,Tree,Tikanma (Yetersiz Akis),0
Voron 1.8,0.6,0.2,233,90,25,433.0,PLA,60,Cubic,1,Normal,Basarili,1
Anycubic Kobra 2 Pro,0.6,0.08,208,96,43,196.0,TPU,66,Cubic,0,Normal,Basarili,1
Bambu Lab P1S Combo,0.4,0.12,235,43,47,,Recine_UV,32,Gyroid,1,Yok,Basarili,1
Neptune 3 Max,0.4,0.28,192,75,51,197.0,Recine_UV,33,Cubic,0,Normal,Basarili,1
P1P,0.4,0.2,272,58,44,169.0,ASA,27,Gyroid,0,Tree,Warping (Kasa Acik),0
Bambu Lab A1 Mini Combo,0.2,0.28,209,63,47,121.0,TPU,48,Cubic,0,Yok,Basarili,1
Bambu Lab P1S,0.4,0.12,214,80,40,195.0,PETG,42,Grid,0,Tree,Basarili,1
Bambu Lab P1S,0.4,0.28,264,88,27,214.0,Recine_UV,53,Grid,1,Yok,Basarili,1
HALOT-Mage S,0.2,0.28,245,85,55,327.0,PLA,47,Grid,0,Tree,Hatali Malzeme (Reçine Cihazi),0
Mars 3,0.4,0.28,270,75,28,127.0,ABS,14,Grid,0,Yok,Hatali Malzeme (Reçine Cihazi),0
Chiron,0.8,0.08,250,49,59,141.0,TPU,31,Grid,0,Normal,Basarili,1
Bambu Lab X1 Carbon,0.8,0.08,244,46,40,287.0,Recine_UV,12,Lightning,0,Tree,Basarili,1
Ender-3 V4,0.4,0.08,224,51,20,245.0,ABS,72,Grid,0,Normal,Warping (Kasa Acik),0
Bambu Lab A1 Mini Combo,0.2,0.2,267,87,23,,PLA,89,Cubic,0,Normal,Basarili,1
Anycubic Kobra 2 Pro,0.4,0.12,248,76,29,384.0,Recine_UV,89,Gyroid,0,Normal,Basarili,1
Kobra 2,0.4,0.08,228,114,45,327.0,PETG,34,Lightning,1,Yok,Basarili,1
Bambu Lab P1S,0.8,0.28,246,75,59,349.0,TPU,17,Cubic,0,Yok,Basarili,1
Bambu Lab A1,0.4,0.28,272,99,22,135.0,ABS,62,Grid,0,Yok,Warping (Kasa Acik),0
Bambu Lab A1 Combo,0.6,0.28,256,47,28,198.0,Recine_UV,7,Grid,0,Yok,Basarili,1
Dreamer NX,0.4,0.28,223,46,51,153.0,TPU,88,Cubic,0,Tree,Basarili,1
Ender-3 V3 SE,0.8,0.16,230,82,22,63.0,Recine_UV,9,Lightning,0,Tree,Basarili,1
Photon M3,0.4,0.2,211,97,23,202.0,TPU,26,Gyroid,1,Yok,Hatali Malzeme (Reçine Cihazi),0
Elegoo Neptune 4 Pro,0.6,0.12,216,85,25,325.0,ABS,62,Gyroid,1,Tree,Tikanma (Yetersiz Akis),0
Creality K1 Max,0.4,0.12,210,73,28,392.0,PETG,70,Gyroid,1,Yok,Tikanma (Yetersiz Akis),0
H2D Laser Edition,0.4,0.08,230,111,45,94.0,TPU,93,Gyroid,0,Yok,Basarili,1
Guider 2S,0.4,0.16,220,61,21,103.0,PETG,44,Grid,0,Tree,Basarili,1
Bambu Lab A1 Combo,0.4,0.12,216,60,21,72.0,PETG,92,Lightning,1,Yok,Basarili,1
HALOT-One,0.8,0.2,226,54,40,85.0,PLA,9,Grid,1,Yok,Hatali Malzeme (Reçine Cihazi),0
Bambu Lab P1S Combo,0.8,0.28,255,44,41,258.0,Recine_UV,20,Lightning,0,Tree,Basarili,1
Creality K1 Max,0.6,0.08,243,56,22,328.0,ABS,19,Gyroid,1,Tree,Warping (Soguk Yatak),0
Bambu Lab X1 Carbon,0.4,0.2,198,111,54,235.0,PLA,81,Cubic,1,Normal,Basarili,1
Bambu Lab P1S Combo,0.6,0.12,272,58,57,292.0,ASA,79,Cubic,0,Yok,Warping (Soguk Yatak),0
Bambu Lab X1 Carbon,0.2,0.16,231,44,52,325.0,Recine_UV,84,Grid,0,Yok,Basarili,1
Creality K1C,0.4,0.08,225,62,34,275.0,PLA,22,Cubic,0,Normal,Basarili,1
Bambu Lab A1 Mini Combo,0.4,0.12,199,53,30,118.0,TPU,93,Grid,1,Tree,Basarili,1
Original Prusa MK4,0.4,0.08,248,49,29,131.0,TPU,51,Grid,0,Tree,Basarili,1
Bambu Lab A1 Mini,0.4,0.12,229,70,55,135.0,TPU,8,Lightning,0,Tree,Basarili,1
Creality K1 Max,0.4,0.28,243,52,33,267.0,ASA,57,Gyroid,0,Tree,Warping (Soguk Yatak),0
Bambu Lab P1S Combo,0.4,0.16,228,61,21,325.0,PETG,62,Gyroid,0,Normal,Basarili,1
SV08,0.6,0.28,196,76,56,401.0,TPU,89,Gyroid,0,Yok,Tikanma (Yetersiz Akis),0
Kobra 2 Neo,0.4,0.12,193,78,48,274.0,Recine_UV,79,Gyroid,0,Normal,Basarili,1
Ender-3 V2,0.4,0.2,204,49,54,141.0,Recine_UV,62,Lightning,1,Normal,Basarili,1
Chiron,0.4,0.28,265,70,39,291.0,PLA,63,Gyroid,1,Yok,Basarili,1
Creality K1 Max,0.4,0.2,237,82,40,179.0,PETG,38,Gyroid,1,Normal,Basarili,1
Form 2,0.4,0.12,195,75,53,362.0,PLA,34,Cubic,0,Yok,Tikanma (Yetersiz Akis),0
Bambu Lab X1 Carbon,0.4,0.16,262,74,52,182.0,PLA,58,Gyroid,0,Tree,Basarili,1
Ender-3 V2,0.4,0.2,224,107,38,279.0,TPU,72,Gyroid,1,Yok,Basarili,1
Ender-3 V2,0.4,0.12,261,94,27,305.0,PLA,82,Grid,0,Tree,Basarili,1
Creality K1C,0.4,0.2,260,107,50,381.0,ASA,79,Grid,0,Yok,Basarili,1
Ender-3 V2,0.6,0.28,257,86,30,100.0,Recine_UV,72,Gyroid,0,Tree,Basarili,1
Super Racer,0.4,0.12,247,45,27,62.0,Recine_UV,30,Grid,0,Yok,Basarili,1
Neptune X,0.4,0.28,266,67,44,50.0,Recine_UV,7,Cubic,0,Tree,Basarili,1
Anycubic Kobra 2 Pro,0.6,0.08,208,69,39,55.0,PETG,61,Cubic,0,Yok,Basarili,1
Photon Mono X 6K,0.4,0.12,251,66,57,88.0,TPU,41,Cubic,1,Yok,Hatali Malzeme (Reçine Cihazi),0
Bambu Lab A1 Mini,0.4,0.2,260,108,26,405.0,TPU,42,Lightning,0,Yok,Basarili,1
Photon Workshop Edition,0.6,0.08,199,78,32,375.0,PLA,45,Cubic,1,Normal,Tikanma (Yetersiz Akis),0
Bambu Lab A1 Combo,0.4,0.28,214,74,58,437.0,PLA,8,Gyroid,0,Tree,Tikanma (Yetersiz Akis),0
Ender-3 V2,0.4,0.28,233,83,29,429.0,ABS,30,Cubic,0,Tree,Warping (Kasa Acik),0
Ender-3 V3 KE,0.2,0.2,247,54,27,209.0,ABS,43,Cubic,0,Yok,Warping (Kasa Acik),0
Ender-3 V3 SE,0.4,0.08,214,71,39,440.0,TPU,46,Cubic,1,Yok,Tikanma (Yetersiz Akis),0
Creality K1 Max,0.4,0.16,265,68,36,,TPU,15,Cubic,1,Tree,Basarili,1
Elegoo Neptune 4 Pro,0.2,0.2,229,102,30,81.0,PLA,15,Grid,0,Normal,Basarili,1
Ender-5 S1,0.4,0.28,265,45,35,49.0,ASA,58,Cubic,0,Yok,Warping (Kasa Acik),0
Creality K1 Max,0.4,0.12,259,66,56,88.0,ASA,42,Cubic,0,Yok,Warping (Soguk Yatak),0
SV03,0.4,0.08,199,67,51,304.0,Recine_UV,24,Grid,1,Normal,Basarili,1
Elegoo Neptune 4 Pro,0.2,0.16,255,44,45,246.0,PLA,30,Grid,0,Yok,Basarili,1
Kobra 2 Plus,0.4,0.12,214,80,56,206.0,ABS,80,Lightning,1,Normal,Warping (Kasa Acik),0
Bambu Lab P1S,0.4,0.08,260,95,28,41.0,ABS,97,Gyroid,0,Normal,Basarili,1
Mega S,0.2,0.2,276,93,54,107.0,ASA,18,Lightning,0,Yok,Warping (Kasa Acik),0
Anycubic Kobra 2 Pro,0.8,0.2,200,57,22,347.0,TPU,54,Grid,0,Normal,Tikanma (Yetersiz Akis),0
Bambu Lab A1 Mini,0.2,0.08,225,82,50,249.0,PLA,29,Grid,1,Tree,Basarili,1
Foto 9.25,0.4,0.16,238,113,26,178.0,Recine_UV,59,Grid,0,Yok,Basarili,1
X-Plus II,0.4,0.08,237,68,21,76.0,Recine_UV,55,Lightning,0,Yok,Basarili,1
Bambu Lab A1,0.4,0.12,276,49,44,,TPU,94,Cubic,1,Tree,Basarili,1
Creality K1C,0.8,0.12,196,45,59,317.0,ABS,14,Gyroid,0,Yok,Tikanma (Yetersiz Akis),0
Original Prusa MK4,0.4,0.2,266,43,31,219.0,ASA,18,Gyroid,0,Tree,Warping (Kasa Acik),0
Ender-3 V3 SE,0.8,0.08,240,73,49,44.0,TPU,9,Cubic,0,Tree,Basarili,1
Ultimaker 2,0.4,0.2,206,72,49,169.0,ABS,61,Gyroid,0,Tree,Warping (Kasa Acik),0
Creality K1C,0.6,0.16,221,43,48,172.0,ABS,26,Cubic,0,Yok,Basarili,1
Photon Mono X2,0.4,0.12,215,83,30,138.0,Recine_UV,79,Lightning,1,Normal,Basarili,1
Bambu Lab P1S Combo,0.6,0.28,211,70,42,199.0,ABS,33,Grid,0,Tree,Warping (Soguk Yatak),0
Bambu Lab P1S,0.4,0.28,202,105,36,275.0,TPU,11,Cubic,0,Yok,Basarili,1
Bambu Lab A1 Mini,0.4,0.08,201,97,32,186.0,PETG,22,Cubic,1,Yok,Basarili,1
Ender-3 V2,0.4,0.08,260,99,52,398.0,ASA,35,Grid,1,Yok,Warping (Kasa Acik),0
Dreamer NX,0.4,0.28,190,41,20,154.0,ABS,47,Grid,1,Tree,Warping (Kasa Acik),0
Creality K1C,0.8,0.08,222,75,59,43.0,TPU,88,Gyroid,1,Normal,Basarili,1
Bambu Lab A1,0.4,0.12,203,109,32,126.0,Recine_UV,39,Cubic,1,Normal,Basarili,1
Bambu Lab P1S Combo,0.4,0.16,253,99,57,85.0,PLA,75,Grid,1,Normal,Basarili,1
Elegoo Neptune 4 Pro,0.6,0.16,232,62,22,122.0,Recine_UV,98,Gyroid,1,Normal,Basarili,1
Bambu Lab X1 Carbon,0.4,0.2,247,86,35,193.0,ASA,8,Lightning,1,Yok,Warping (Soguk Yatak),0
Bambu Lab A1 Combo,0.8,0.12,230,85,26,345.0,PLA,55,Cubic,0,Normal,Basarili,1
Bambu Lab X1 Carbon,0.6,0.08,270,83,22,321.0,PLA,98,Lightning,0,Normal,Basarili,1
Bambu Lab X1 Carbon,0.4,0.08,257,58,33,,Recine_UV,34,Grid,1,Normal,Basarili,1
Creality K1C,0.6,0.2,228,88,35,327.0,TPU,98,Grid,0,Tree,Basarili,1
Mega X,0.2,0.2,190,97,23,150.0,Recine_UV,57,Cubic,1,Normal,Basarili,1
Bambu Lab P1S Combo,0.4,0.08,230,46,50,156.0,PETG,86,Lightning,0,Tree,Basarili,1
Bambu Lab P1S,0.4,0.08,234,80,32,136.0,TPU,78,Grid,1,Yok,Basarili,1
SV02,0.4,0.12,277,54,46,321.0,TPU,18,Cubic,0,Normal,Basarili,1
Bambu Lab A1 Mini,0.6,0.2,277,92,20,228.0,ASA,40,Cubic,0,Tree,Warping (Kasa Acik),0
LD-002H,0.8,0.12,268,62,44,127.0,TPU,91,Cubic,1,Tree,Hatali Malzeme (Reçine Cihazi),0
Creality K1C,0.4,0.08,270,112,56,346.0,ASA,16,Grid,0,Normal,Basarili,1
Bambu Lab A1 Combo,0.4,0.28,202,104,30,126.0,ABS,80,Grid,0,Yok,Warping (Kasa Acik),0
Anycubic Kobra 2 Pro,0.8,0.28,260,99,28,65.0,ASA,38,Cubic,0,Yok,Warping (Kasa Acik),0
Bambu Lab A1 Mini Combo,0.4,0.08,198,49,26,419.0,TPU,30,Gyroid,0,Yok,Tikanma (Yetersiz Akis),0
Ender-3 V2,0.4,0.2,252,97,33,70.0,ABS,10,Cubic,0,Yok,Warping (Kasa Acik),0
Bambu Lab A1 Mini,0.4,0.28,212,86,49,165.0,ABS,57,Cubic,0,Normal,Warping (Kasa Acik),0
Sermoon S1,0.8,0.2,243,54,43,237.0,PETG,19,Cubic,1,Tree,Basarili,1
Bambu Lab P1S,0.4,0.28,236,48,22,340.0,Recine_UV,23,Gyroid,0,Normal,Basarili,1
Bambu Lab X1 Carbon,0.6,0.2,228,52,58,70.0,TPU,51,Lightning,0,Yok,Basarili,1
Bambu Lab P1S,0.6,0.28,276,62,46,406.0,PLA,91,Grid,1,Yok,Basarili,1
Bambu Lab A1,0.4,0.2,215,72,20,356.0,Recine_UV,81,Grid,0,Normal,Basarili,1
Creator 4,0.4,0.12,190,48,57,271.0,TPU,99,Lightning,0,Tree,Basarili,1
RMF500,0.6,0.2,203,42,45,84.0,PLA,65,Cubic,0,Tree,Basarili,1
Ender-7,0.4,0.12,263,112,25,355.0,Recine_UV,94,Cubic,0,Tree,Basarili,1
Crux 1,0.6,0.12,254,64,31,228.0,PETG,56,Grid,0,Tree,Basarili,1
Anycubic Kobra 2 Pro,0.8,0.08,258,110,57,91.0,TPU,22,Cubic,1,Yok,Basarili,1
Elegoo Neptune 4 Pro,0.4,0.12,256,75,54,91.0,Recine_UV,64,Lightning,0,Tree,Basarili,1
Creality K1C,0.6,0.16,238,59,29,371.0,PETG,51,Grid,0,Yok,Basarili,1
Ender-3 V3 SE,0.6,0.12,239,93,28,357.0,PLA,61,Gyroid,0,Yok,Basarili,1
Bambu Lab P1S,0.6,0.2,247,58,42,449.0,ASA,37,Cubic,0,Yok,Warping (Soguk Yatak),0
Bambu Lab P1S,0.4,0.12,242,99,49,362.0,TPU,36,Lightning,0,Yok,Basarili,1
Original Prusa MK4,0.2,0.2,246,76,41,118.0,ABS,8,Grid,0,Yok,Warping (Kasa Acik),0
Bambu Lab A1 Mini,0.4,0.2,275,42,28,88.0,ABS,45,Grid,0,Tree,Warping (Kasa Acik),0
Adventurer 3 Pro,0.4,0.16,207,58,38,269.0,PETG,23,Gyroid,0,Yok,Basarili,1
Bambu Lab A1 Mini,0.4,0.12,205,92,27,383.0,ASA,11,Cubic,1,Tree,Tikanma (Yetersiz Akis),0
Bambu Lab A1,0.6,0.12,191,85,23,410.0,ABS,30,Gyroid,0,Tree,Tikanma (Yetersiz Akis),0
Ultimaker S5,0.4,0.28,202,95,24,83.0,ABS,91,Lightning,1,Tree,Warping (Kasa Acik),0
Creality K1C,0.4,0.28,234,109,38,331.0,TPU,55,Grid,0,Tree,Basarili,1
Neptune 4,0.4,0.08,269,70,37,286.0,ABS,60,Grid,0,Tree,Warping (Kasa Acik),0
Anycubic Kobra 2 Pro,0.6,0.2,261,92,48,258.0,PLA,75,Gyroid,0,Yok,Basarili,1
HALOT-Lite,0.4,0.16,232,73,38,61.0,PETG,79,Gyroid,1,Normal,Hatali Malzeme (Reçine Cihazi),0
